29.0000 	 300.0625 	 11.6250 	 -0.0889
29.1029 	 301.2585 	 11.6158 	 -0.0893
29.2058 	 302.4536 	 11.6066 	 -0.0897
29.3088 	 303.6477 	 11.5974 	 -0.0901
29.4117 	 304.8409 	 11.5881 	 -0.0905
29.5146 	 306.0331 	 11.5787 	 -0.0909
29.6175 	 307.2243 	 11.5693 	 -0.0914
29.7205 	 308.4146 	 11.5599 	 -0.0918
29.8234 	 309.6039 	 11.5505 	 -0.0922
29.9263 	 310.7922 	 11.5409 	 -0.0926
30.0292 	 311.9795 	 11.5314 	 -0.0930
30.1322 	 313.1659 	 11.5218 	 -0.0934
30.2351 	 314.3513 	 11.5122 	 -0.0938
30.3380 	 315.5356 	 11.5025 	 -0.0942
30.4409 	 316.7190 	 11.4928 	 -0.0946
30.5438 	 317.9014 	 11.4830 	 -0.0950
30.6468 	 319.0827 	 11.4732 	 -0.0955
30.7497 	 320.2631 	 11.4634 	 -0.0959
30.8526 	 321.4424 	 11.4535 	 -0.0963
30.9555 	 322.6208 	 11.4435 	 -0.0967
31.0585 	 323.7980 	 11.4336 	 -0.0971
31.1614 	 324.9743 	 11.4236 	 -0.0975
31.2643 	 326.1495 	 11.4135 	 -0.0979
31.3672 	 327.3237 	 11.4034 	 -0.0983
31.4702 	 328.4969 	 11.3933 	 -0.0987
31.5731 	 329.6690 	 11.3831 	 -0.0992
31.6760 	 330.8401 	 11.3728 	 -0.0996
31.7789 	 332.0101 	 11.3626 	 -0.1000
31.8819 	 333.1790 	 11.3523 	 -0.1004
31.9848 	 334.3469 	 11.3419 	 -0.1008
32.0877 	 335.5137 	 11.3315 	 -0.1012
32.1906 	 336.6794 	 11.3211 	 -0.1016
32.2935 	 337.8441 	 11.3106 	 -0.1020
32.3965 	 339.0077 	 11.3001 	 -0.1024
32.4994 	 340.1702 	 11.2895 	 -0.1029
32.6023 	 341.3316 	 11.2789 	 -0.1033
32.7052 	 342.4919 	 11.2683 	 -0.1037
32.8082 	 343.6511 	 11.2576 	 -0.1041
32.9111 	 344.8092 	 11.2468 	 -0.1045
33.0140 	 345.9663 	 11.2361 	 -0.1049
33.1169 	 347.1221 	 11.2252 	 -0.1053
33.2199 	 348.2769 	 11.2144 	 -0.1057
33.3228 	 349.4306 	 11.2035 	 -0.1061
33.4257 	 350.5831 	 11.1925 	 -0.1065
33.5286 	 351.7345 	 11.1815 	 -0.1070
33.6315 	 352.8848 	 11.1705 	 -0.1074
33.7345 	 354.0339 	 11.1594 	 -0.1078
33.8374 	 355.1819 	 11.1483 	 -0.1082
33.9403 	 356.3288 	 11.1372 	 -0.1086
34.0432 	 357.4745 	 11.1260 	 -0.1090
34.1462 	 358.6190 	 11.1147 	 -0.1094
34.2491 	 359.7624 	 11.1034 	 -0.1098
34.3520 	 360.9046 	 11.0921 	 -0.1102
34.4549 	 362.0457 	 11.0808 	 -0.1107
34.5579 	 363.1856 	 11.0693 	 -0.1111
34.6608 	 364.3243 	 11.0579 	 -0.1115
34.7637 	 365.4618 	 11.0464 	 -0.1119
34.8666 	 366.5981 	 11.0349 	 -0.1123
34.9696 	 367.7333 	 11.0233 	 -0.1127
35.0725 	 368.8672 	 11.0117 	 -0.1131
35.1754 	 370.0000 	 11.0000 	 -0.1135
